	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
ABCA3	9.7820433033865	9.76900094486612	9.60570881854785	9.86657333866506	9.58141240662382	9.42982834467639	9.61721773688778	9.62572903270586
ABCA4	2.27341665713308	2.07311837176014	3.22066735876512	3.02486723557749	3.34785692413047	2.44750824261155	3.75132587915116	3.54824610137972
ABCA5	9.86150219437853	9.94989866463463	9.89010661155847	9.88711279215894	10.0745139555203	10.1293198675621	10.2236719491074	10.12625435375
ABCA6	2.61185458961585	2.66598102429364	1.41383017209649	1.4775592782179	1.33926565560582	3.75202586634323	3.50956001701737	3.54824610137972
ABCA7	8.49001411670573	8.7546701927088	8.52359384727985	8.72180402780737	8.63973316927389	8.56853454407639	8.47695405054701	8.60790838691525
ABCA8	4.7992257715701	4.79352847084382	5.46843133821447	5.67167889375575	5.3499967710708	5.50929417512572	5.60848600470675	6.05589055676554
ABCA9	3.11592131492934	3.25618636091704	2.77094021908653	2.19205028328075	1.33926565560582	3.93122365747328	4.8079325064542	4.48522779776201
ABCB1	9.09487207092788	9.20242898534905	9.54271289060284	9.46166893611674	9.61839541594928	9.74198681998676	9.67152679581625	9.6378884005981
ABCB10	9.84755881430643	10.0867022197937	10.532858306057	10.5806751053693	10.7322352106463	10.7855127590234	10.732733424231	10.7193945208718
ABCB11	0.712913768754427	0	0.873591161997045	0.920206440533657	2.0216395901114	0.919108427306555	1.62189271010242	1.22484716351885
ABCB4	6.2915383644711	6.72510186805296	7.53723699748775	7.47323849550483	7.69752620143453	6.84600596764394	6.74102282069666	7.00049756539623
